,Feature,R-squared,Non-Null Values,Unique Ages Amount,Note
665,"1,2,3,7,8,9-Hexachlorodibenzofuran (fg/g)",0.02709286886760598,4962,74,Not enough data
666,"2-Amino-3-methyl-9H-pyrido[2,3-b]indole (pg/mL)",0.02697068792884738,2569,75,Not enough data
667,Vitamin C (mg/dL),0.026939166521183333,42067,85,
668,Creatine Phosphokinase (IU/L),0.02688924889839006,24657,69,
669,Time delay (ns) from Cole modeling,0.026807884491554246,12971,42,Too few unique ages
670,Serum normalized calcium:  SI (mmol/L),0.02679501637454329,16866,79,
671,Sum of metabolites of DEHP,0.026654835571450874,21417,83,
672,"2,4-D (ug/L)",0.026635554174378795,17738,80,
673,Best test FEV1/FVC ratio below Lower Limit of Normal and/or less than 70%,0.026549464656701383,20312,74,
674,Reactance (Ohms) @ 28 KHz,0.026374141015486408,13276,42,Too few unique ages
675,"Thyroxine, free (pmol/L)",0.02634421383261565,10600,69,
676,Time from fast glucose & challenge (min),0.026191791411927734,11766,69,
677,"Lead, urine (ng/mL)",0.026166721860470976,26398,83,
678,Red blood cell count: SI (million cells/uL),0.02616548691337095,109362,90,
679,Daidzein (ng/mL),0.0261365152099301,15685,80,
680,Mono-n-methyl phthalate (ng/mL),0.02583705667139835,15777,80,
681,Weight Comment,0.025772552610665467,3725,85,Not enough data
682,Reactance (Ohms) @ 11 KHz,0.025649348947641037,13276,42,Too few unique ages
683,N-Nitrosopiperidine (NPIP) (ng/L),0.025608319523904965,2529,75,Not enough data
684,3-phenanthrene (ng/L),0.025363434169854426,15453,80,
685,Serum latex antibody (IU/mL),0.02532126307455551,5524,44,Too few unique ages; Not enough data
686,Urinary Bisphenol A (ng/mL),0.025037601608120963,18244,83,
687,Reactance (Ohms) @ 12 KHz,0.02472577923411412,13276,42,Too few unique ages
688,"o,p'-DDT (ng/g)",0.02462132719337584,5894,74,Not enough data
689,Ethylenethio urea (ug/L),0.024537027745096363,7325,80,Not enough data
690,"Tin, urine (ug/L)",0.02434607983935011,11036,78,
691,Stage 2 systolic blood pressure (mm Hg),0.024325578173801654,7447,38,Too few unique ages; Not enough data
692,Aldrin (ng/g),0.024282446874692165,4221,74,Not enough data
693,Quality of fit to Cole model,0.024202267295917568,16589,42,Too few unique ages
694,Dimethyl dithiophosphate (ug/L),0.024171227165042275,20864,83,
695,Propyl paraben (ng/mL),0.023651040267187673,15727,83,
696,Gamma-hexachlorocyclohexane (ng/g),0.02361142138492056,6039,74,Not enough data
697,"Mercury, urine (ug/L)",0.023528137901516644,25388,83,
698,Formaldehyde (nmol/g Hb),0.023324915488051157,4521,75,Not enough data
699,Serum anti-thyroglobulin antibody (U/mL),0.02325717067452704,28682,79,
700,Recumbent Length Comment,0.02317645843920202,323,3,Too few unique ages; Not enough data
701,Endrin (ng/g),0.023175943570464708,4012,74,Not enough data
702,Time from fasting glucose & OGTT (min),0.023104836958531494,11549,69,
703,2-(diethylamino)-6-methylpyrimidin-4-ol/one (ug/L),0.023052511480396443,2981,80,Not enough data
704,Imidacloprid (ug/L),0.022978839341711743,2405,78,Not enough data
705,N-Acetyl-S-(4-hydroxy-2-butenyl)-L-Cysteine (ng/mL),0.022961649034544007,11170,83,
706,Diethylthiophosphate (ug/L),0.02264854710008679,20820,83,
707,Reactance (Ohms) @ 13 KHz,0.022588805096658393,13276,42,Too few unique ages
708,Mesh vest used,0.02244255073654966,4890,38,Too few unique ages; Not enough data
709,{Is SP/Are you} now taking insulin,0.022405466160478338,27722,90,
710,Clothianidin (ug/L),0.022308309531766324,2423,78,Not enough data
711,o-Desmethylangolensin (O-DMA) (ng/mL),0.021984016513679316,15390,80,
712,Serum hepatitis A antibody (Anti-HAV),0.021723201971459938,100377,89,
713,Mononuclear number (Coulter),0.021681875849580257,26031,90,
714,Urinary total Arsenic (ug/L),0.0213897428082509,18825,83,
715,Reactance (Ohms) @ 25 KHz,0.021162490459877392,13276,42,Too few unique ages
716,Vitamin D (nmol/L),0.02096510958916109,90568,90,
717,PCB128 (ng/g),0.020890443515273693,6102,74,Not enough data
718,o-Tolualdehyde (ng/mL),0.020888053785257266,1561,69,Not enough data
719,Spirometry First Test Status (Baseline Spirometry),0.02085593876613112,23433,74,
720,"N'-Nitrosanatabine, urine (ng/mL)",0.020854416313695112,7912,75,Not enough data
721,Warm-up systolic blood pressure (mm Hg),0.02084877488177661,8524,38,Too few unique ages; Not enough data
722,2-thioxothiazolidine-4-carboxylic acid (ng/mL),0.020809103931260897,8275,80,Not enough data
723,Toxoplasmosis IgM antibodies,0.020748416420751092,12399,75,
724,N-acetyl-S-(2-carbamoylethyl)-L-cysteine (ng/mL),0.02060458325656689,11161,83,
725,2-(N-ethyl-PFOSA) acetate (ng/mL),0.020350651303386758,12432,83,
726,Serum lactate dehydrogenase: SI (U/L),0.020331531321303165,82530,79,
727,Macrocytosis (large cell prevalence),0.02029511502443404,8524,90,Not enough data
728,CMV IgM Optical Density,0.020217698733877354,6074,38,Too few unique ages; Not enough data
729,Reactance (Ohms) @ 14 KHz,0.019994103705992528,13276,42,Too few unique ages
730,Reactance (Ohms) @ 23 KHz,0.01998346317844446,13276,42,Too few unique ages
731,Excluded from exam due to selected asthma symptoms,0.019777571485223522,2626,38,Too few unique ages; Not enough data
732,"N'-Nitrosoanabasine (NAB), urine (ng/mL)",0.019713118137880237,7923,75,Not enough data
733,Serum Zinc (ug/dL),0.019654483942840195,7284,75,Not enough data
734,3-methylhippuric acid & 4-methylhippuric acid (ng/mL),0.019521167465891054,11277,83,
735,Genistein (ng/mL),0.019464713705324654,15689,80,
736,Diethylphosphate (ug/L),0.01932325337188978,20890,83,
737,Bands (percent of 100 cells),0.01919363339938085,8524,90,Not enough data
738,Chromium (ug/L),0.019135080002026128,6960,41,Too few unique ages; Not enough data
739,2-fluorene (ng/L),0.019059575158303477,21205,83,
740,2-Methylhippuric acid (ng/mL),0.018741630031180456,11020,83,
741,Reactance (Ohms) @ 15 KHz,0.018688220131548694,13276,42,Too few unique ages
742,Stage 1 systolic blood pressure (mm Hg),0.018608230027080785,8013,38,Too few unique ages; Not enough data
743,Phenylglyoxylic acid (ng/mL),0.01857127087638899,11223,83,
744,Dimethyl phosphate (ug/L),0.01847663060871818,20888,83,
745,BIA resistance (ohms)(12 years and over),0.01846180075236037,17830,79,
746,Dimethyl thiophosphate (ug/L),0.018429685238235294,20914,83,
747,"2,3,4,5-tetrabromobenzoic acid (ug/L)",0.018334271915658396,6799,78,Not enough data
748,Serum HDL cholesterol:  SI (mmol/L),0.018142242091662708,98172,88,
749,N-acetyl-S-(3-Hydroxypropyl)-L-cysteine (ng/mL),0.017993838906207427,11062,83,
750,N-Acetyl-S-(phenyl)-L-cysteine (ng/mL),0.01779767115092934,11211,83,
751,"2,4,5-trichlorophenol (ug/L)",0.01777241409148711,10426,80,
752,9-fluorene (ng/L),0.017772123775521176,12772,80,
753,Reactance (Ohms) @ 16 KHz,0.017615970400622794,13276,42,Too few unique ages
754,Serum HDL cholesterol (mg/dL),0.017501749922017584,98163,88,
755,Reason for Priority 2 Stop: Participant reports a rating of perceived exertion more than 17,0.017470495105607053,1299,38,Too few unique ages; Not enough data
756,"Blood 1,4-Dichlorobenzene (ng/mL)",0.01713560073439313,22899,74,
757,Urinary Triclosan (ng/mL),0.017129360833985863,18244,83,
758,Enterolactone (ng/mL),0.017042994649737242,15680,80,
759,2-(N-methyl-PFOSA) acetate (ng/mL),0.01694856626006569,18522,83,
760,Room temperature (Degrees Fahrenheit),0.016937312315557285,9869,38,Too few unique ages
761,Reactance (Ohms) @ 18 KHz,0.01674166684988987,13276,42,Too few unique ages
762,2-phenanthrene (ng/L),0.016725498301648156,15469,80,
763,"Blood 1,1,1-Trichloroethane (ng/mL)",0.01672015292390172,22414,74,
764,epi-25-hydroxyvitamin D3 (nmol/L),0.016684585274722497,46856,80,
765,"Uranium, urine (ng/mL)",0.016662775470413727,21527,83,
766,Mandelic acid (ng/mL),0.016630606431147,11184,83,
767,Serum total folate: SI (nmol/L),0.01660946972418631,101539,90,
768,Urinary Bisphenol F (ug/L),0.01660653680509805,5333,78,Not enough data
769,Time from glucose challenge & OGTT (min),0.01657502187243054,11549,69,
770,Ethyl paraben (ng/mL),0.016537453761179877,15727,83,
771,Urinary Bisphenol S (ug/L),0.01636367820687945,5333,78,Not enough data
772,Urinary creatinine (mg/dL),0.01634796928421889,101699,88,
773,Serum total folate (ng/mL),0.01629769336154374,101539,90,
774,"Perchlorate, urine (ng/mL)",0.01622221834932125,31455,83,
775,Serum lipoprotein(a) (mg/dL),0.01617561849527882,12046,87,
776,Serum lipoprotein(a):  SI (g/L),0.01617561849527882,12046,87,
777,N-Acetyl-S-(benzyl)-L-cysteine (ng/mL),0.016011302191151544,11271,83,
778,Reactance (Ohms) @ 20 KHz,0.0160047041248923,13276,42,Too few unique ages
779,Amount of time spent in Stage 2 (minutes),0.01591025775979049,9023,38,Too few unique ages
780,"N'-Nitrosonornicotine, urine (ng/mL)",0.015629795102431343,7910,75,Not enough data
781,Perfluoroheptanoic acid (ng/mL),0.015520896960681818,14890,83,
782,Methyl paraben (ng/mL),0.015498647653299558,15727,83,
783,"Manganese, urine (ug/L)",0.015470334703980404,11037,78,
784,Acephate (ug/L),0.01545457299589248,7542,80,Not enough data
785,"Iodine, urine (ng/mL)",0.015411234721399936,51536,88,
786,Amount of time spent in Stage 1 (minutes),0.015373491188460542,9620,38,Too few unique ages
787,Blood Toluene (ng/mL),0.015298463228066272,16741,74,
788,O-Phenylphenol (ug/L),0.015286330448444518,10426,80,
789,Enterodiol (ng/mL),0.015205276748997187,15659,80,
790,"Blood 1,2-Dichloropropane (ng/mL)",0.015179191748860954,13319,74,
791,"Serum iron, refrigerated: SI (umol/L)",0.01515751814558719,78040,79,
792,Mono-isononyl phthalate (ng/mL),0.015074803038726547,26740,83,
793,Urinary Arsenous acid (ug/L),0.015018520864423346,21698,83,
794,Alanine aminotransferase ALT: SI (U/L),0.014768079425391822,82668,79,
795,Urinary Dimethylarsonic acid (ug/L),0.01467359050058914,21698,83,
796,2-naphthol (ng/L),0.014555660249663704,21166,83,
797,Glucose challenge Administer Time in minutes,0.014310576008516263,11766,69,
798,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during first 2 minutes of stage 2,0.01427871783861867,1299,38,Too few unique ages; Not enough data
799,"Cesium, urine (ng/mL)",0.01425025792599055,26799,83,
800,"N-acetyl-S-(3,4-dihydroxybutyl)-L-cysteine (ng/mL)",0.014133311831963091,10965,83,
801,3-phenoxybenzoic acid (ug/L),0.01404020021302177,15266,80,
802,N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),0.013911556672830172,11277,83,
803,N-Acetyl-S-(n-propyl)-L-cysteine (ng/mL),0.013911196152720406,11148,83,
804,Stage 2 rating of perceived exertion (RPE),0.013901286023769499,8423,38,Too few unique ages; Not enough data
805,"Blood 1,2-Dichlorobenzene (ng/mL)",0.013893138019697937,21977,74,
806,Ethylmercury (ug/L),0.013850774846815739,25432,80,
807,"Serum iron, frozen (ug/dL)",0.013832989690108377,55144,90,
808,N-acetyl-S-(2-hydroxypropyl)-L-cysteine (ng/mL),0.013826863055787397,11246,83,
809,Urinary albumin: SI (mg/L),0.013810489300188244,79438,83,
810,Was the eye surgery in the last three months?,0.013779992213497017,1843,74,Not enough data
811,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine (ng/mL),0.01369329324877433,11151,83,
812,Butyl paraben (ng/mL),0.01359672985345084,15727,83,
813,d-Tocopherol (ug/dL),0.013539292200440034,7268,80,Not enough data
814,Body Measures Component status Code,0.013532596798795038,73670,85,
815,Desethyl hydroxy DEET (ug/L),0.013515888724366043,10376,75,
816,"Blood 1,3-Dichlorobenzene (ng/mL)",0.013395214766949937,22085,74,
817,Serum thyroxine (T4): SI (nmol/L),0.013394957665618268,22191,79,
818,Mononuclear percent (Coulter),0.013323719038975446,26031,90,
819,Value of the exponent alpha from Cole modeling,0.01312949244292494,12971,42,Too few unique ages
820,Methamidophos (ug/L),0.013094251984244965,7543,80,Not enough data
821,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine (ng/mL),0.01299177670373286,11286,83,
822,"Baseline 1st Test Spirometry, Extrapolated Volume, in mL.",0.012986859052019128,20047,74,
823,"Serum iron, refrigerated (ug/dL)",0.012936482311276087,78040,79,
824,Urinary albumin (ug/mL),0.012876065875530807,101701,88,
825,"2,5-dichlorophenol (ug/L)",0.012709946298396169,18252,83,
826,Stage 1 rating of perceived exertion (RPE),0.012580427044464604,9194,38,Too few unique ages
827,Blood m-/p-Xylene (ng/mL),0.012542764288238306,23392,74,
828,"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole (pg/mL)",0.01233883773389377,2572,75,Not enough data
829,Blood Nitrobenzene (ng/mL),0.01221649736627961,21947,74,
830,Eosinophils percent (%),0.012192029612062338,91272,90,
831,"Bronchodilator 2nd Test Spirometry, Forced Vital Capacity Quality Attribute.",0.012151710420920003,1564,74,Not enough data
832,Blood Bromoform (pg/mL),0.011973095256419652,23434,74,
833,"2-amino-3-methyl-3H-imidazo[4,5-f] quinolone (pg/mL)",0.011968926378105649,2572,75,Not enough data
834,Reason for Priority 2 Stop: Participant requests to stop test or reports severe fatigue,0.011728217945020436,1299,38,Too few unique ages; Not enough data
835,"2,6-Diaminotoluene (ng/mL)",0.011682704449338388,2430,78,Not enough data
836,Blood MTBE (pg/mL),0.011497929632545922,22730,74,
837,Sum of arsenic metabolites (ug/L),0.011481658366259917,21698,83,
838,Serum insulin (uU/mL),0.011425889452929439,46497,79,
839,Serum insulin: SI (pmol/L),0.011373377784849925,46497,79,
840,Urinary Arsenocholine (ug/L),0.011337250989126413,21698,83,
841,Blood Bromodichloromethane (pg/mL),0.011133295995976455,23658,74,
842,{Do you/Does SP} currently have a breathing problem that requires {you/him/her} to use supplemental oxygen during the day? [This is air stored in a tank that you use to help you breathe. Do not include night treatments for sleep apnea.],0.011103698977107501,22232,74,
843,Mono-ethyl phthalate (ng/mL),0.011046417186889257,26735,83,
844,"2,4-dichlorophenol (ug/L)",0.010948251735760417,18252,83,
845,Blood Tetrachloroethene (ng/mL),0.010804496860451707,22977,74,
846,Erythrocyte Protoporphyrin: SI (umol/L RBC),0.01077186018574161,49179,90,
847,Triceps Skinfold Comment,0.010705936416678274,4434,85,Not enough data
848,"Platinum, urine (ng/mL)",0.010683268122398393,15763,80,
849,Blood Pressure Comment,0.010574704698989024,21754,85,
850,Hypochromia (stain intensity of cell),0.010559468052065868,8524,90,Not enough data
851,Blood Styrene (ng/mL),0.01047842475187688,9326,74,
852,Blood Dibromochloromethane (pg/mL),0.010475002574540815,23533,74,
853,BMI Category - Children/Youth,0.010440031437472963,10218,18,Too few unique ages
854,Urinary Monomethylarsonic acid (ug/L),0.010403871398448339,21697,83,
855,Polychromatophilia(bluish color of cell),0.010276730938914125,8524,90,Not enough data
856,Amount of time spent in warm-up (minutes),0.010164656401972283,9783,38,Too few unique ages
857,Serum globulin:  SI (g/L),0.010152535169224985,78024,79,
858,Serum globulin (g/dL),0.010152535169224985,78024,79,
859,Blood Methyl Isobutyl Ketone (ng/mL),0.010105807280647361,2862,69,Not enough data
860,Blood o-Xylene (ng/mL),0.010071428898905554,23440,74,
861,Eosinophils number (1000 cells/uL),0.010050327258370184,82745,85,
862,Basophils percent (%),0.009948991429364895,91272,90,
863,"Blood 2,5-Dimethylfuran (ng/mL)",0.009896156707108084,22414,74,
864,"Serum Thyroxine, total (T4) (ug/dL)",0.009768565785832295,32745,79,
865,White blood cell count: SI (1000 cells/uL),0.009718902239956861,109361,90,
866,Propylenethio urea (ug/L),0.009695800389181164,7657,80,Not enough data
867,Erythrocyte Protoporphyrin (ug/dL RBC),0.009397251074394153,49179,90,
868,Spirometer internal temperature (Celsius),0.00933115896410952,20891,83,
869,"3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (pg/mL)",0.0093064913431542,2569,75,Not enough data
870,Blood Benzene (ng/mL),0.00929257442333542,23137,74,
871,Mono-cyclohexyl phthalate (ng/mL),0.009163003775708445,15829,80,
872,Mean cell hemoglobin concentration: SI (g/L),0.009140521732446616,26433,90,
873,"N-acetyl-S-(2,2-Dichlorovinyl)-L-cysteine (ng/mL)",0.009106432519713326,11017,83,
874,"Baseline 1st Test Spirometry, Effort Quality Attribute",0.008863464426260736,20265,74,
875,"2,4,6-trichlorophenol (ug/L)",0.008821663915561051,10426,80,
876,"Bronchodilator 2nd Test Spirometry, Number of Acceptable Curves Performed (ATS Criteria)",0.008794826681858159,3784,85,Not enough data
877,1-phenanthrene (ng/L),0.008774562071761416,21220,83,
878,Blood Benzonitrile (ng/mL),0.008642753922997404,5894,69,Not enough data
879,Blood Cyclohexane (ng/mL),0.008554103047128114,8807,69,Not enough data
880,Microcytosis (small cell prevalence),0.008435507360099903,8524,90,Not enough data
881,Blood Methylcyclopentane (ng/mL),0.008403688139970944,8838,69,Not enough data
882,Blood Chloroform (pg/mL),0.008341746909536152,22927,74,
883,Patient Pregnant--cannot obtain BIA,0.008322583406132011,1430,78,Not enough data
884,Blood Heptane (ng/mL),0.008300571239886811,8936,69,Not enough data
885,Urinary Perfluorohexanoic acid (ng/mL),0.00828147818943914,2328,75,Not enough data
886,Blood Isobutyronitrile (ng/mL),0.008012118679316393,5843,69,Not enough data
887,Blood Octane (ng/mL),0.00789569797604972,8988,69,Not enough data
888,Blood Methylene Chloride (ng/mL),0.007872783284072038,21058,74,
889,Mono-n-octyl phthalate (ng/mL),0.007837399041475956,15829,80,
890,"Blood 1,2-Dichloroethane (ng/mL)",0.007683928340642687,22440,74,
891,"1-Methyl-3-amino-5H-pyrido[4,3-b]indole (pg/mL)",0.007359922166809918,2571,75,Not enough data
892,Warm-up rating of perceived exertion (RPE),0.007305597592639601,9629,38,Too few unique ages
893,Patient had pacemaker--cannot obtain BIA,0.00727622970331232,1428,78,Not enough data
894,Mean cell hemoglobin concentration (g/dL),0.007260933966750982,109389,90,
895,Urinary Perfluorobutanoic acid (ng/mL),0.0070046075941476715,2328,75,Not enough data
896,Urinary Perfluorobutane sulfonic acid (ng/mL),0.006927127371513686,2737,78,Not enough data
897,Dimethoate (ug/L),0.006915879306170991,7656,80,Not enough data
898,Serum total bilirubin:  SI (umol/L),0.006902977465699567,82745,79,
899,Decanaldehyde (ng/mL),0.0068500854805653155,1411,69,Not enough data
900,Blood Ethylbenzene (ng/mL),0.006807011914535255,23177,74,
901,Blood Trichloroethene (ng/mL),0.006589392020243889,23677,74,
902,Blood Hexane (ng/mL),0.006510991634073426,14369,69,
903,Urinary Arsenic acid (ug/L),0.006449126359189705,21679,83,
904,Perfluorooctane sulfonamide (ng/mL),0.006433249262548735,12432,83,
905,Acetamiprid (ug/L),0.006389619231328525,2427,78,Not enough data
906,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol (ug/L),0.006305795918842949,2975,80,Not enough data
907,Blood Carbon Tetrachloride (ng/mL),0.006274371386740807,23253,74,
908,Serum hepatitis C antibody (anti-HCV),0.005980165762547451,86926,85,
909,"Beryllium, urine (ng/mL)",0.005953755584873099,15764,80,
910,Blood furan (ng/mL),0.005823908890884577,17674,69,
911,Atyp lymphocytes (percent of 100 cells),0.0058214818753230535,8524,90,Not enough data
912,Blood Tetrahydrofuran (ng/mL),0.005652278193895133,8899,69,Not enough data
913,Monocyte percent (%),0.0056474195957954,91272,90,
914,N-Nitrosoethylmethylamine (NMEA) (ng/L),0.0055950404819921085,2509,75,Not enough data
915,Blood Ethyl Acetate (ng/mL),0.0055559398547186944,8924,69,Not enough data
916,Urinary Trimethylarsine Oxide (ug/L),0.005235690086089817,13125,80,
917,Aspartate aminotransferase AST: SI (U/L),0.005194257389152912,82643,79,
918,Perfluorododecanoic acid (ng/mL),0.005165677501430932,16593,83,
919,SDDSRVYR_y,0.005127431550834394,121745,90,
920,SDDSRVYR_x,0.005127431550834394,121745,90,
921,O-methoate (ug/L),0.004820438810710148,7657,80,Not enough data
922,Dibenzyl phosphate (ug/L),0.0047501096913220575,6798,78,Not enough data
923,Diaminochloroatrazine (ug/L),0.004738524450760173,2588,75,Not enough data
924,Amount of time spent in Recovery 1 (minutes),0.0046297598217226454,9584,38,Too few unique ages
925,Metolachlor mercapturate (ug/L),0.004611824463278569,3047,80,Not enough data
926,N-Nitrosopyrrolidine (ng/L),0.004399271438966346,2583,75,Not enough data
927,Excluded from exam due to selected cardiovascular conditions/symptoms,0.004083338433796158,2626,38,Too few unique ages; Not enough data
928,Did this stroke happen in the last three months?,0.004079441567321096,316,53,Too few unique ages; Not enough data
929,Serum rheumatoid factor antibody,0.004033992955722154,5297,32,Too few unique ages; Not enough data
930,Blood Chlorobenzene (ng/mL),0.004019526195469525,22359,74,
931,Acetochlor mercapturate (ug/L),0.0039947455432186585,3008,80,Not enough data
932,Blood Chloroethane (ng/mL),0.0036419873467693487,9018,69,
933,Serum total bilirubin (mg/dL),0.003543936293548211,82746,79,
934,Blood Diethyl Ether (ng/mL),0.0035409164880807475,8889,69,Not enough data
935,Serum h. pylori Cag A seropositivity,0.0034155929785176786,7465,71,Not enough data
936,Monocyte number (1000 cells/uL),0.003293342168401714,82745,85,
937,N-Nitrosodiethylamine (NDEA) (ng/L),0.003269699721797137,2470,75,Not enough data
938,Spherocytosis,0.003236464490776303,8524,90,Not enough data
939,"1,5-Diaminonaphthalene (ng/mL)",0.0032199044253101716,2758,78,Not enough data
940,Perfluorobutane sulfonic acid (ng/mL),0.0031234192747553458,13434,83,
941,N-acetyl-S-(dimethylphenyl)-L-cysteine (ng/mL),0.0030830296710214755,11121,83,
942,Urinary 4-tert-octylphenol (ng/mL),0.0029864305872436825,7901,80,Not enough data
943,Arm selected:,0.0029786809095722067,73855,79,
944,Toxic granulation,0.0027461641133490478,8524,90,Not enough data
945,Basophils number (1000 cells/uL),0.0026329497234915955,82745,85,
946,Anisocytosis (variation of cell size),0.0026060266482853534,8524,90,Not enough data
947,"2-Aminodipyrido[1,2-a:3',2'-d]imidazole (pg/mL)",0.002528686472569097,2572,75,Not enough data
948,Ethametsulfuron methyl (ug/L),0.0024764036020046287,7413,80,Not enough data
949,"Baseline 1st Test Spirometry, Forced Vital Capacity Quality Attribute.",0.002361338729151674,20313,74,
950,Blood isopropylbenzene (ng/mL),0.0022450120959441877,17826,69,
951,Blood Vinyl Bromide (ng/mL),0.0021770342288675026,9080,69,
952,N-acetyl-s-(1-hydroxyMethyl)-2-propenyl)-L-cysteine (ng/mL),0.0021444831231872685,11209,83,
953,Blood aaa-Trifluorotoluene (ng/mL),0.0021287195286073812,9147,69,
954,Urinary GenX (HFPO-DA propanoateammonium salt of heptafluoropropoxy)-propanoate (ng/mL),0.0019752324868635984,2328,75,Not enough data
955,{Do you/Does SP} now have any pain or physical problem that may prevent {you/him/her} from taking a deep breath and exhaling forcefully?,0.0018760069071874774,22079,74,
956,"Blood trans-1,2-Dichloroethene (ng/mL)",0.0017860045051767415,13398,74,
957,Target cells,0.0017683720597198027,8524,90,Not enough data
958,Was {your/SP's} heart attack in the last three months?,0.0016028459263855988,21363,83,
959,Reason for Priority 2 Stop: Technician discretion (technician notices signs of severe exertion),0.0015504546517371987,1299,38,Too few unique ages; Not enough data
960,Status of a MEC exam,0.0015121342663030335,8832,85,Not enough data
961,Prosulfuron (ug/L),0.0014130435340609093,7274,80,Not enough data
962,Insulin Comment Code,0.0013506618176208907,5746,69,Not enough data
963,"Blood 1,2,3-trichloropropane (ng/ml)",0.0011936066318974925,17692,69,
964,Nicosulfuron (ug/L),0.0011741925168889944,7314,80,Not enough data
965,Poikilocytosis (cell shape variation),0.0011618240677071512,8524,90,Not enough data
966,Nucleated red blood cells,0.0011382893054414644,7523,80,Not enough data
967,"HIV antibody test result (HIV-1, 2)",0.0011204157961631767,30408,42,Too few unique ages
968,Oxasulfuron (ug/L),0.0011064186386731123,7529,80,Not enough data
969,"Blood 1,1,1,2-tetrachloroethane (ng/mL)",0.0010823340114706204,17915,69,
970,Enhancement used fourth reading,0.0010783356824809465,12714,79,
971,Amputations?,0.0010557346305758442,8716,85,Not enough data
972,"Blood 1,2-dibromoethane (ng/mL)",0.0010191668577771429,17632,69,
973,Urinary Perfluoroheptane sulfonic acid (ng/mL),0.0009626620380760453,2328,75,Not enough data
974,Sulfosulfuron (ug/L),0.0009552039901868925,7514,80,Not enough data
975,"Blood 1,2-Dibromo-3-chloropropane (ng/mL)",0.0009164293135019985,10396,74,
976,Blood Dibromomethane (ng/mL),0.0008559341436021883,13212,74,
977,Metsulfuron methyl (ug/L),0.0008049069987753343,7488,80,Not enough data
978,Serum hepatitis B surface antigen,0.0008002396383327559,62097,84,
979,Enhancement used third reading,0.0007954185275140802,73333,79,
980,Blood Pressure Status,0.0007885038156039137,74900,85,
981,Foramsulfuron (ug/L),0.000783583816809208,7212,80,Not enough data
982,Chlorsulfuron (ug/L),0.0007814658054220436,7085,80,Not enough data
983,Thiacloprid (ug/L),0.0007769267104132949,2408,78,Not enough data
984,Reason for Priority 2 Stop: Exercise blood pressure exceeds 260 mmHg systolic and/or 115 mmHg diastolic,0.0007645227500738816,1299,38,Too few unique ages; Not enough data
985,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 second Quality Attribute",0.0007469003935105523,20313,74,
986,Thifensulfuron methyl (ug/L),0.0006706320923315356,7484,80,Not enough data
987,Mesosulfuron methyl (ug/L),0.0006228589593714196,7555,80,Not enough data
988,Enhancement used second reading,0.0006146327444856992,73401,79,
989,Halosulfuron (ug/L),0.0006024923728039644,7371,80,Not enough data
990,Sulfometuron methyl (ug/L),0.0005950090729102131,7123,80,Not enough data
991,Have you had any of the following in the past 30 minutes?: Coffee,0.0005674260188498481,52298,78,
992,Triflusulfuron methyl (ug/L),0.0005640575181227181,7483,80,Not enough data
993,Rimsulfuron (ug/L),0.0005567418441140282,7407,80,Not enough data
994,"In the past 7 days, {have you/has SP} had a cough, cold, phlegm, runny nose or other respiratory illness? Do not count allergies or hay fever.",0.0005461516888815021,41900,85,
995,Urinary Branched isomers of perfluorooctanoate (ng/mL),0.0005453224602046669,2328,75,Not enough data
996,Triasulfuron (ug/L),0.0005343153757827457,7337,80,Not enough data
997,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",0.0005330076255367633,10996,83,
998,Was the open chest or abdominal surgery in the last three months?,0.00047523853883424394,24423,85,
999,Reason for Priority 2 Stop: Equipment failure,0.00046953220277567986,1299,38,Too few unique ages; Not enough data
1000,Amount of time spent in Recovery 2 (minutes),0.00044488048824709026,9508,38,Too few unique ages
1001,Primisulfuron methyl (ug/L),0.00043830415600232264,7127,80,Not enough data
1002,Subscapular Skinfold Comment,0.00042130521580652225,8521,85,Not enough data
1003,Di-o-cresyl phosphate (ug/L),0.00041760012242164635,2316,75,Not enough data
1004,Bensulfuron methyl (ug/L),0.00039071898437459396,7483,80,Not enough data
1005,Sickle cells,0.00032333509483983836,8524,90,Not enough data
1006,Alanine Aminotransferase (ALT) Comment Code,0.0003114593147854894,5902,69,Not enough data
1007,Did {you/SP} or anyone in {your/his/her} household have tuberculosis in the past year?,0.000302062601334363,21506,74,
1008,Desethyl atrazine (ug/L),0.0002932738622930531,2482,75,Not enough data
1009,Metamyelocytes (percent of 100 cells),0.00028302677525049447,8524,90,Not enough data
1010,"In the past month, {have you/has SP} coughed up blood?",0.0002803736677102764,21033,74,
1011,"Blood 1,4-Dioxane (ng/mL)",0.0002449693537712738,11342,69,
1012,Arm selected for blood pressure monitoring,0.00024447393449977817,9871,38,Too few unique ages
1013,Serum hepatitis D antibody (anti-HDV),0.00023867797460497275,60388,80,
